100	0.000000	0.000000
1000	0.000000	0.000000
2000	0.000000	0.000000
3000	0.000100	0.000200
4000	0.000000	0.000000
5000	0.000200	0.000245
6000	0.000200	0.000245
7000	0.000300	0.000245
8000	0.000200	0.000245
9000	0.000305	0.000249
10000	0.000400	0.000200
20000	0.001001	0.000000
30000	0.001101	0.000200
40000	0.001707	0.000400
50000	0.002012	0.000332
