100	0	0
1000	0.0003004	0.000245276
2000	0.001483	0.000285553
3000	0.0027036	0.000509873
4000	0.0052106	0.000245731
5000	0.0084264	0.000205996
6000	0.0120996	0.000354737
7000	0.0159806	0.000356653
8000	0.0217038	0.000283002
9000	0.0276114	0.00086758
10000	0.033507	0.000319514
20000	0.135056	0.00120187
30000	0.30333	0.000799124
40000	0.539441	0.00301392
50000	0.840939	0.00547144
