100	0	0
1000	0	0
2000	0	0
3000	0.0002712	0.000350508
4000	0.0001	0.0002
5000	0.0003	0.00024495
6000	0.0003002	0.000245113
7000	0.0005004	4.89898e-007
8000	0.0005594	0.000336647
9000	0.0006004	0.0002003
10000	0.0007004	0.000245439
20000	0.001504	4.14729e-006
30000	0.002306	0.000244591
40000	0.0028064	0.000245322
50000	0.0038084	0.000404486
