100	0	0
1000	0.0001	0.0002
2000	0.0001002	0.0002004
3000	0.0002004	0.000245439
4000	0.0004004	0.0002002
5000	0.0005004	4.89898e-007
6000	0.000502	0.000317187
7000	0.0006006	0.000200702
8000	0.0008008	0.000245195
9000	0.0009022	0.000376898
10000	0.0010014	8e-007
20000	0.0018936	0.00019689
30000	0.0030628	0.000177298
40000	0.0042058	0.000246763
50000	0.0051096	0.000202729
