100	0.00010004043579101563	0.00022369721492741392
1000	0.002005147933959961	0.00035431677747975
2000	0.0040837287902832035	0.0002448351372101046
3000	0.0067100048065185545	0.000760989480002097
4000	0.009331083297729493	0.0012589148099298184
5000	0.011669778823852539	0.0007057608490530468
6000	0.01433868408203125	0.0004802957336173042
7000	0.017409515380859376	0.00037634440302070673
8000	0.01913032531738281	0.00034887407054133205
9000	0.023190832138061522	0.0003415795949039611
10000	0.025189542770385744	0.0004499420555202563
20000	0.054080963134765625	0.001082483601717581
30000	0.08631038665771484	0.0017860954922308224
40000	0.11399836540222168	0.0025669632494188664
50000	0.1515432834625244	0.007523020194573519
