100	0.0	0.0
1000	0.0012027740478515625	0.00027668937837856063
2000	0.002411079406738281	0.00042182036218651445
3000	0.00398411750793457	0.0006429948536663244
4000	0.005398368835449219	0.00040398023535348135
5000	0.007872962951660156	0.0009912892551477797
6000	0.00912785530090332	0.0006362133778963587
7000	0.009913253784179687	0.000220125716637781
8000	0.011520099639892579	0.0003575279732104801
9000	0.013237094879150391	0.000617179375576151
10000	0.014988470077514648	0.0009860749946127066
20000	0.03150606155395508	0.0009345749351504994
30000	0.04785380363464355	0.0019114256334876382
40000	0.06905498504638671	0.0037635823607910473
50000	0.09222955703735351	0.00782414213524022
