100	0.00020008087158203126	0.00027397201672693216
1000	0.024477386474609376	0.0011623893915863705
2000	0.09941887855529785	0.0038514916725401775
3000	0.22103266716003417	0.010000994333120829
4000	0.3891049861907959	0.010716980230888995
5000	0.6317894458770752	0.06930414600646811
6000	0.8695907592773438	0.02300667458979378
7000	1.192502498626709	0.032173530831842954
8000	1.5510499954223633	0.01827786697566925
9000	1.9674537181854248	0.02608948702948728
10000	2.4123865127563477	0.02728105662591335
20000	9.71033239364624	0.08740426797897224
30000	21.699486207962035	0.2204932128237716
40000	39.27705721855163	0.7924164751595643
50000	61.05186219215393	1.120633045758916
