100	0.00019998550415039061	0.0002738414294930299
1000	0.05251069068908691	0.001923877772622167
2000	0.19924001693725585	0.004568152320358834
3000	0.44989843368530275	0.008089382356679158
4000	0.7946548938751221	0.007248601421894629
5000	1.2481645107269288	0.029221267093177506
6000	1.8352600574493407	0.04837287022157256
7000	2.423993396759033	0.02620756801539152
8000	3.1827861309051513	0.0283024018616191
9000	4.074260425567627	0.049843407635295586
10000	4.951806116104126	0.039935139675771315
20000	20.066494512557984	0.08436376203473157
30000	45.54404954910278	0.5311246973212338
40000	81.50988059043884	0.2100725138310445
50000	129.68074283599853	1.3777712669440851
